dataset,subject,task,n_windows,stress_ratio,mean_quality,has_physio,has_audio,has_video
stressid,37ir,breathing,1,0.0,1.0,True,False,True
stressid,37ir,counting1,1,0.0,1.0,True,False,True
stressid,37ir,counting2,1,1.0,1.0,True,False,True
stressid,37ir,counting3,1,1.0,1.0,True,False,True
stressid,37ir,math,1,0.0,1.0,True,False,True
stressid,37ir,reading,1,1.0,1.0,True,False,True
stressid,37ir,relax,1,0.0,1.0,True,False,True
stressid,37ir,speaking,1,1.0,1.0,True,False,True
stressid,37ir,stroop,1,1.0,1.0,True,False,True
stressid,37ir,video1,1,0.0,1.0,True,False,True
stressid,37ir,video2,1,0.0,1.0,True,False,True
stressid,45lx,breathing,1,0.0,1.0,True,False,True
stressid,45lx,counting1,1,1.0,1.0,True,True,True
stressid,45lx,counting2,1,1.0,1.0,True,True,True
stressid,45lx,counting3,1,1.0,1.0,True,True,True
stressid,45lx,math,1,0.0,1.0,True,True,True
stressid,45lx,reading,1,0.0,1.0,True,True,True
stressid,45lx,relax,1,0.0,1.0,True,False,True
stressid,45lx,speaking,1,1.0,1.0,True,True,True
stressid,45lx,stroop,1,1.0,1.0,True,True,True
stressid,45lx,video1,1,0.0,1.0,True,False,True
stressid,45lx,video2,1,0.0,1.0,True,False,True
stressid,4e8r,breathing,1,0.0,1.0,True,False,True
stressid,4e8r,counting1,1,0.0,1.0,True,True,True
stressid,4e8r,counting2,1,0.0,1.0,True,True,True
stressid,4e8r,counting3,1,0.0,1.0,True,True,True
stressid,4e8r,math,1,0.0,1.0,True,True,True
stressid,4e8r,reading,1,0.0,1.0,True,True,True
stressid,4e8r,relax,1,0.0,1.0,True,False,True
stressid,4e8r,speaking,1,0.0,1.0,True,True,True
stressid,4e8r,stroop,1,0.0,1.0,True,True,True
stressid,4e8r,video1,1,0.0,1.0,True,False,True
stressid,4e8r,video2,1,0.0,1.0,True,False,True
stressid,4woj,breathing,1,0.0,1.0,True,False,True
stressid,4woj,counting1,1,1.0,1.0,True,True,True
stressid,4woj,counting2,1,0.0,1.0,True,True,True
stressid,4woj,counting3,1,1.0,1.0,True,True,True
stressid,4woj,math,1,0.0,1.0,True,True,True
stressid,4woj,reading,1,1.0,1.0,True,True,True
stressid,4woj,relax,1,0.0,1.0,True,False,True
stressid,4woj,speaking,1,1.0,1.0,True,True,True
stressid,4woj,stroop,1,0.0,1.0,True,True,True
stressid,4woj,video1,1,0.0,1.0,True,False,True
stressid,4woj,video2,1,0.0,1.0,True,False,True
stressid,5f7t,breathing,1,0.0,1.0,True,False,True
stressid,5f7t,counting1,1,0.0,1.0,True,True,True
stressid,5f7t,counting2,1,1.0,1.0,True,True,True
stressid,5f7t,counting3,1,0.0,1.0,True,True,True
stressid,5f7t,math,1,1.0,1.0,True,True,True
stressid,5f7t,reading,1,0.0,1.0,True,True,True
stressid,5f7t,relax,1,0.0,1.0,True,False,False
stressid,5f7t,speaking,1,0.0,1.0,True,True,False
stressid,5f7t,stroop,1,1.0,1.0,True,True,False
stressid,5f7t,video1,1,0.0,1.0,True,False,False
stressid,5f7t,video2,1,0.0,1.0,True,False,False
stressid,6g6y,breathing,1,0.0,1.0,True,False,False
stressid,6g6y,counting1,1,1.0,1.0,True,True,False
stressid,6g6y,counting2,1,1.0,1.0,True,True,False
stressid,6g6y,counting3,1,1.0,1.0,True,True,False
stressid,6g6y,math,1,1.0,1.0,True,True,False
stressid,6g6y,reading,1,1.0,1.0,True,True,False
stressid,6g6y,relax,1,0.0,1.0,True,False,False
stressid,6g6y,speaking,1,1.0,1.0,True,True,False
stressid,6g6y,stroop,1,1.0,1.0,True,True,False
stressid,6g6y,video1,1,1.0,1.0,True,False,False
stressid,6g6y,video2,1,1.0,1.0,True,False,False
stressid,6k5f,breathing,1,0.0,1.0,True,False,False
stressid,6k5f,counting1,1,1.0,1.0,True,True,False
stressid,6k5f,counting2,1,1.0,1.0,True,True,False
stressid,6k5f,counting3,1,1.0,1.0,True,True,False
stressid,6k5f,math,1,0.0,1.0,True,True,False
stressid,6k5f,reading,1,0.0,1.0,True,True,False
stressid,6k5f,relax,1,1.0,1.0,True,False,False
stressid,6k5f,speaking,1,1.0,1.0,True,True,False
stressid,6k5f,stroop,1,1.0,1.0,True,True,False
stressid,6k5f,video1,1,0.0,1.0,True,False,False
stressid,6k5f,video2,1,0.0,1.0,True,False,False
stressid,71i5,breathing,1,1.0,1.0,True,False,False
stressid,71i5,counting1,1,1.0,1.0,True,True,False
stressid,71i5,counting2,1,1.0,1.0,True,True,False
stressid,71i5,counting3,1,1.0,1.0,True,True,False
stressid,71i5,math,1,1.0,1.0,True,True,False
stressid,71i5,reading,1,0.0,1.0,True,True,False
stressid,71i5,relax,1,0.0,1.0,True,False,False
stressid,71i5,speaking,1,0.0,1.0,True,True,False
stressid,71i5,stroop,1,1.0,1.0,True,True,False
stressid,71i5,video1,1,1.0,1.0,True,False,False
stressid,71i5,video2,1,1.0,1.0,True,False,False
stressid,7h5u,breathing,1,0.0,1.0,True,False,False
stressid,7h5u,counting1,1,0.0,1.0,True,True,False
stressid,7h5u,counting2,1,1.0,1.0,True,True,False
stressid,7h5u,counting3,1,1.0,1.0,True,True,False
stressid,7h5u,math,1,0.0,1.0,True,True,False
stressid,7h5u,reading,1,1.0,1.0,True,True,False
stressid,7h5u,relax,1,0.0,1.0,True,False,False
stressid,7h5u,speaking,1,1.0,1.0,True,True,False
stressid,7h5u,stroop,1,1.0,1.0,True,True,False
stressid,7h5u,video1,1,0.0,1.0,True,False,False
stressid,7m3c,breathing,1,0.0,1.0,True,False,False
stressid,7m3c,counting1,1,1.0,1.0,True,True,False
stressid,7m3c,counting2,1,1.0,1.0,True,True,False
stressid,7m3c,counting3,1,1.0,1.0,True,True,False
stressid,7m3c,math,1,0.0,1.0,True,True,False
stressid,7m3c,reading,1,0.0,1.0,True,True,False
stressid,7m3c,relax,1,0.0,1.0,True,False,False
stressid,7m3c,speaking,1,1.0,1.0,True,True,False
stressid,7m3c,stroop,1,0.0,1.0,True,True,False
stressid,7m3c,video1,1,1.0,1.0,True,False,False
stressid,7m3c,video2,1,1.0,1.0,True,False,False
stressid,8g4y,breathing,1,0.0,1.0,True,False,False
stressid,8g4y,counting1,1,0.0,1.0,True,True,False
stressid,8g4y,counting2,1,1.0,1.0,True,True,False
stressid,8g4y,counting3,1,0.0,1.0,True,True,False
stressid,8g4y,math,1,1.0,1.0,True,True,False
stressid,8g4y,reading,1,1.0,1.0,True,True,False
stressid,8g4y,relax,1,0.0,1.0,True,False,False
stressid,8g4y,speaking,1,1.0,1.0,True,True,False
stressid,8g4y,stroop,1,1.0,1.0,True,True,False
stressid,8g4y,video1,1,0.0,1.0,True,False,False
stressid,8g4y,video2,1,0.0,1.0,True,False,False
stressid,8i4i,breathing,1,0.0,1.0,True,False,False
stressid,8i4i,counting1,1,0.0,1.0,True,True,False
stressid,8i4i,counting2,1,0.0,1.0,True,True,False
stressid,8i4i,counting3,1,0.0,1.0,True,True,False
stressid,8i4i,math,1,0.0,1.0,True,True,False
stressid,8i4i,reading,1,0.0,1.0,True,True,False
stressid,8i4i,relax,1,0.0,1.0,True,False,False
stressid,8i4i,speaking,1,0.0,1.0,True,True,False
stressid,8i4i,stroop,1,0.0,1.0,True,True,False
stressid,8i4i,video1,1,0.0,1.0,True,False,False
stressid,8i4i,video2,1,0.0,1.0,True,False,False
stressid,9j3o,breathing,1,0.0,1.0,True,False,False
stressid,9j3o,counting1,1,1.0,1.0,True,True,False
stressid,9j3o,counting2,1,1.0,1.0,True,True,False
stressid,9j3o,counting3,1,1.0,1.0,True,True,False
stressid,9j3o,math,1,1.0,1.0,True,True,False
stressid,9j3o,reading,1,1.0,1.0,True,True,False
stressid,9j3o,relax,1,0.0,1.0,True,False,False
stressid,9j3o,speaking,1,1.0,1.0,True,True,False
stressid,9j3o,stroop,1,1.0,1.0,True,True,False
stressid,9j3o,video1,1,0.0,1.0,True,False,False
stressid,9j3o,video2,1,0.0,1.0,True,False,False
stressid,9t6n,breathing,1,0.0,1.0,True,False,False
stressid,9t6n,counting1,1,1.0,1.0,True,True,False
stressid,9t6n,counting2,1,1.0,1.0,True,True,False
stressid,9t6n,counting3,1,1.0,1.0,True,True,False
stressid,9t6n,math,1,1.0,1.0,True,True,False
stressid,9t6n,reading,1,1.0,1.0,True,True,False
stressid,9t6n,relax,1,0.0,1.0,True,False,False
stressid,9t6n,speaking,1,1.0,1.0,True,True,False
stressid,9t6n,stroop,1,1.0,1.0,True,True,False
stressid,9t6n,video1,1,1.0,1.0,True,False,False
stressid,9t6n,video2,1,1.0,1.0,True,False,False
stressid,9txq,breathing,1,0.0,1.0,True,False,False
stressid,9txq,counting1,1,1.0,1.0,True,True,False
stressid,9txq,counting2,1,1.0,1.0,True,True,False
stressid,9txq,counting3,1,1.0,1.0,True,True,False
stressid,9txq,math,1,1.0,1.0,True,True,False
stressid,9txq,reading,1,0.0,1.0,True,True,False
stressid,9txq,relax,1,0.0,1.0,True,False,False
stressid,9txq,speaking,1,1.0,1.0,True,True,False
stressid,9txq,stroop,1,1.0,1.0,True,True,False
stressid,9txq,video1,1,1.0,1.0,True,False,False
stressid,9txq,video2,1,1.0,1.0,True,False,False
stressid,a1k9,breathing,1,1.0,1.0,True,False,False
stressid,a1k9,counting1,1,1.0,1.0,True,True,False
stressid,a1k9,counting2,1,1.0,1.0,True,True,False
stressid,a1k9,counting3,1,1.0,1.0,True,True,False
stressid,a1k9,math,1,1.0,1.0,True,True,False
stressid,a1k9,reading,1,1.0,1.0,True,True,False
stressid,a1k9,relax,1,0.0,1.0,True,False,False
stressid,a1k9,speaking,1,1.0,1.0,True,True,False
stressid,a1k9,stroop,1,1.0,1.0,True,True,False
stressid,a1k9,video1,1,1.0,1.0,True,False,False
stressid,a1k9,video2,1,0.0,1.0,True,False,False
stressid,b2l8,breathing,1,0.0,1.0,True,False,False
stressid,b2l8,counting1,1,1.0,1.0,True,True,False
stressid,b2l8,counting2,1,1.0,1.0,True,True,False
stressid,b2l8,counting3,1,1.0,1.0,True,True,False
stressid,b2l8,math,1,1.0,1.0,True,True,False
stressid,b2l8,reading,1,1.0,1.0,True,True,False
stressid,b2l8,relax,1,1.0,1.0,True,False,False
stressid,b2l8,speaking,1,1.0,1.0,True,True,False
stressid,b2l8,stroop,1,1.0,1.0,True,True,False
stressid,b2l8,video1,1,0.0,1.0,True,False,False
stressid,b2l8,video2,1,1.0,1.0,True,False,False
stressid,b9w0,breathing,1,0.0,1.0,True,False,False
stressid,b9w0,counting1,1,0.0,1.0,True,True,False
stressid,b9w0,counting2,1,1.0,1.0,True,True,False
stressid,b9w0,counting3,1,1.0,1.0,True,True,False
stressid,b9w0,math,1,1.0,1.0,True,True,False
stressid,b9w0,reading,1,1.0,1.0,True,True,False
stressid,b9w0,relax,1,1.0,1.0,True,False,False
stressid,b9w0,speaking,1,1.0,1.0,True,True,False
stressid,b9w0,stroop,1,1.0,1.0,True,True,False
stressid,b9w0,video1,1,0.0,1.0,True,False,False
stressid,b9w0,video2,1,0.0,1.0,True,False,False
stressid,bfl5,breathing,1,0.0,1.0,True,False,False
stressid,bfl5,counting1,1,0.0,1.0,True,True,False
stressid,bfl5,counting2,1,0.0,1.0,True,True,False
stressid,bfl5,counting3,1,1.0,1.0,True,True,False
stressid,bfl5,math,1,0.0,1.0,True,True,False
stressid,bfl5,reading,1,1.0,1.0,True,True,False
stressid,bfl5,relax,1,0.0,1.0,True,False,False
stressid,bfl5,speaking,1,0.0,1.0,True,True,False
stressid,bfl5,stroop,1,1.0,1.0,True,True,False
stressid,bfl5,video1,1,0.0,1.0,True,False,False
stressid,bfl5,video2,1,0.0,1.0,True,False,False
stressid,c3m7,breathing,1,1.0,1.0,True,False,False
stressid,c3m7,counting1,1,1.0,1.0,True,True,False
stressid,c3m7,counting2,1,1.0,1.0,True,True,False
stressid,c3m7,counting3,1,1.0,1.0,True,True,False
stressid,c3m7,math,1,1.0,1.0,True,True,False
stressid,c3m7,reading,1,1.0,1.0,True,True,False
stressid,c3m7,relax,1,1.0,1.0,True,False,False
stressid,c3m7,speaking,1,1.0,1.0,True,True,False
stressid,c3m7,stroop,1,1.0,1.0,True,True,False
stressid,c3m7,video1,1,1.0,1.0,True,False,False
stressid,c3m7,video2,1,0.0,1.0,True,False,False
stressid,chdf,breathing,1,0.0,1.0,True,False,False
stressid,chdf,counting1,1,0.0,1.0,True,True,False
stressid,chdf,counting2,1,1.0,1.0,True,True,False
stressid,chdf,counting3,1,1.0,1.0,True,True,False
stressid,chdf,math,1,1.0,1.0,True,True,False
stressid,chdf,reading,1,0.0,1.0,True,True,False
stressid,chdf,relax,1,0.0,1.0,True,False,False
stressid,chdf,speaking,1,1.0,1.0,True,True,False
stressid,chdf,stroop,1,1.0,1.0,True,True,False
stressid,chdf,video1,1,0.0,1.0,True,False,False
stressid,chdf,video2,1,0.0,1.0,True,False,False
stressid,ctzy,breathing,1,0.0,1.0,True,False,False
stressid,ctzy,counting1,1,1.0,1.0,True,True,False
stressid,ctzy,counting2,1,1.0,1.0,True,True,False
stressid,ctzy,counting3,1,1.0,1.0,True,True,False
stressid,ctzy,math,1,1.0,1.0,True,True,False
stressid,ctzy,reading,1,1.0,1.0,True,True,False
stressid,ctzy,relax,1,0.0,1.0,True,False,False
stressid,ctzy,speaking,1,1.0,1.0,True,True,False
stressid,ctzy,stroop,1,1.0,1.0,True,True,False
stressid,ctzy,video1,1,1.0,1.0,True,False,False
stressid,ctzy,video2,1,1.0,1.0,True,False,False
stressid,cxj0,breathing,1,1.0,1.0,True,False,False
stressid,cxj0,counting1,1,1.0,1.0,True,True,False
stressid,cxj0,counting2,1,1.0,1.0,True,True,False
stressid,cxj0,counting3,1,1.0,1.0,True,True,False
stressid,cxj0,math,1,1.0,1.0,True,True,False
stressid,cxj0,reading,1,0.0,1.0,True,True,False
stressid,cxj0,relax,1,0.0,1.0,True,False,False
stressid,cxj0,speaking,1,0.0,1.0,True,True,False
stressid,cxj0,stroop,1,1.0,1.0,True,True,False
stressid,cxj0,video1,1,0.0,1.0,True,False,False
stressid,cxj0,video2,1,0.0,1.0,True,False,False
stressid,d4n6,breathing,1,0.0,1.0,True,False,False
stressid,d4n6,counting1,1,1.0,1.0,True,True,False
stressid,d4n6,counting2,1,1.0,1.0,True,True,False
stressid,d4n6,counting3,1,1.0,1.0,True,True,False
stressid,d4n6,math,1,1.0,1.0,True,True,False
stressid,d4n6,reading,1,1.0,1.0,True,True,False
stressid,d4n6,relax,1,0.0,1.0,True,False,False
stressid,d4n6,speaking,1,1.0,1.0,True,True,False
stressid,d4n6,stroop,1,1.0,1.0,True,True,False
stressid,d4n6,video1,1,0.0,1.0,True,False,False
stressid,d4n6,video2,1,1.0,1.0,True,False,False
stressid,dmbd,breathing,1,0.0,1.0,True,False,False
stressid,dmbd,counting1,1,1.0,1.0,True,False,False
stressid,dmbd,counting2,1,1.0,1.0,True,False,False
stressid,dmbd,counting3,1,0.0,1.0,True,False,False
stressid,dmbd,math,1,1.0,1.0,True,False,False
stressid,dmbd,reading,1,0.0,1.0,True,False,False
stressid,dmbd,relax,1,0.0,1.0,True,False,False
stressid,dmbd,speaking,1,0.0,1.0,True,False,False
stressid,dmbd,stroop,1,1.0,1.0,True,False,False
stressid,dmbd,video1,1,0.0,1.0,True,False,False
stressid,dmbd,video2,1,1.0,1.0,True,False,False
stressid,e5p4,breathing,1,0.0,1.0,True,False,False
stressid,e5p4,counting1,1,0.0,1.0,True,True,False
stressid,e5p4,counting2,1,0.0,1.0,True,True,False
stressid,e5p4,counting3,1,0.0,1.0,True,True,False
stressid,e5p4,math,1,0.0,1.0,True,True,False
stressid,e5p4,reading,1,0.0,1.0,True,True,False
stressid,e5p4,relax,1,0.0,1.0,True,False,False
stressid,e5p4,speaking,1,0.0,1.0,True,True,False
stressid,e5p4,stroop,1,0.0,1.0,True,True,False
stressid,e5p4,video1,1,0.0,1.0,True,False,False
stressid,e5p4,video2,1,0.0,1.0,True,False,False
stressid,f6q3,breathing,1,0.0,1.0,True,False,False
stressid,f6q3,counting1,1,0.0,1.0,True,False,False
stressid,f6q3,counting2,1,0.0,1.0,True,False,False
stressid,f6q3,counting3,1,0.0,1.0,True,False,False
stressid,f6q3,math,1,0.0,1.0,True,False,False
stressid,f6q3,reading,1,0.0,1.0,True,False,False
stressid,f6q3,relax,1,0.0,1.0,True,False,False
stressid,f6q3,speaking,1,0.0,1.0,True,False,False
stressid,f6q3,stroop,1,0.0,1.0,True,False,False
stressid,f6q3,video1,1,0.0,1.0,True,False,False
stressid,f6q3,video2,1,0.0,1.0,True,False,False
stressid,g7r2,breathing,1,0.0,1.0,True,False,False
stressid,g7r2,counting1,1,1.0,1.0,True,True,False
stressid,g7r2,counting2,1,1.0,1.0,True,True,False
stressid,g7r2,counting3,1,0.0,1.0,True,True,False
stressid,g7r2,math,1,0.0,1.0,True,True,False
stressid,g7r2,reading,1,0.0,1.0,True,True,False
stressid,g7r2,relax,1,0.0,1.0,True,False,False
stressid,g7r2,speaking,1,0.0,1.0,True,True,False
stressid,g7r2,stroop,1,1.0,1.0,True,True,False
stressid,g7r2,video1,1,0.0,1.0,True,False,False
stressid,g7r2,video2,1,0.0,1.0,True,False,False
stressid,g9j5,breathing,1,1.0,1.0,True,False,False
stressid,g9j5,counting1,1,1.0,1.0,True,True,False
stressid,g9j5,counting2,1,1.0,1.0,True,True,False
stressid,g9j5,counting3,1,0.0,1.0,True,True,False
stressid,g9j5,math,1,1.0,1.0,True,True,False
stressid,g9j5,reading,1,1.0,1.0,True,True,False
stressid,g9j5,relax,1,0.0,1.0,True,False,False
stressid,g9j5,speaking,1,1.0,1.0,True,True,False
stressid,g9j5,stroop,1,1.0,1.0,True,True,False
stressid,g9j5,video1,1,1.0,1.0,True,False,False
stressid,g9j5,video2,1,1.0,1.0,True,False,False
stressid,h7j3,breathing,1,0.0,1.0,True,False,False
stressid,h7j3,counting1,1,0.0,1.0,True,True,False
stressid,h7j3,counting2,1,0.0,1.0,True,True,False
stressid,h7j3,counting3,1,0.0,1.0,True,True,False
stressid,h7j3,math,1,0.0,1.0,True,True,False
stressid,h7j3,reading,1,0.0,1.0,True,True,False
stressid,h7j3,speaking,1,0.0,1.0,True,True,False
stressid,h7j3,stroop,1,0.0,1.0,True,True,False
stressid,h7j3,video1,1,0.0,1.0,True,False,False
stressid,h7j3,video2,1,0.0,1.0,True,False,False
stressid,h8r2,breathing,1,0.0,1.0,True,False,False
stressid,h8r2,counting1,1,1.0,1.0,True,True,False
stressid,h8r2,counting2,1,1.0,1.0,True,True,False
stressid,h8r2,counting3,1,1.0,1.0,True,True,False
stressid,h8r2,math,1,1.0,1.0,True,True,False
stressid,h8r2,reading,1,0.0,1.0,True,True,False
stressid,h8r2,relax,1,0.0,1.0,True,False,False
stressid,h8r2,speaking,1,1.0,1.0,True,True,False
stressid,h8r2,stroop,1,1.0,1.0,True,True,False
stressid,h8r2,video1,1,0.0,1.0,True,False,False
stressid,h8r2,video2,1,0.0,1.0,True,False,False
stressid,h8s1,breathing,1,0.0,1.0,True,False,False
stressid,h8s1,counting1,1,1.0,1.0,True,True,False
stressid,h8s1,counting2,1,1.0,1.0,True,True,False
stressid,h8s1,counting3,1,1.0,1.0,True,True,False
stressid,h8s1,math,1,1.0,1.0,True,True,False
stressid,h8s1,reading,1,1.0,1.0,True,True,False
stressid,h8s1,relax,1,0.0,1.0,True,False,False
stressid,h8s1,speaking,1,1.0,1.0,True,True,False
stressid,h8s1,stroop,1,1.0,1.0,True,True,False
stressid,h8s1,video1,1,0.0,1.0,True,False,False
stressid,h8s1,video2,1,0.0,1.0,True,False,False
stressid,hvpa,breathing,1,0.0,1.0,True,False,False
stressid,hvpa,counting1,1,0.0,1.0,True,False,False
stressid,hvpa,counting2,1,0.0,1.0,True,False,False
stressid,hvpa,counting3,1,0.0,1.0,True,False,False
stressid,hvpa,math,1,0.0,1.0,True,False,False
stressid,hvpa,reading,1,1.0,1.0,True,False,False
stressid,hvpa,relax,1,0.0,1.0,True,False,False
stressid,hvpa,speaking,1,0.0,1.0,True,False,False
stressid,hvpa,stroop,1,0.0,1.0,True,False,False
stressid,hvpa,video1,1,0.0,1.0,True,False,False
stressid,hvpa,video2,1,0.0,1.0,True,False,False
stressid,i9t9,breathing,1,1.0,1.0,True,False,False
stressid,i9t9,counting1,1,1.0,1.0,True,True,False
stressid,i9t9,counting2,1,1.0,1.0,True,True,False
stressid,i9t9,counting3,1,1.0,1.0,True,True,False
stressid,i9t9,math,1,1.0,1.0,True,True,False
stressid,i9t9,reading,1,1.0,1.0,True,True,False
stressid,i9t9,relax,1,1.0,1.0,True,False,False
stressid,i9t9,speaking,1,1.0,1.0,True,True,False
stressid,i9t9,stroop,1,1.0,1.0,True,True,False
stressid,i9t9,video1,1,1.0,1.0,True,False,False
stressid,i9t9,video2,1,1.0,1.0,True,False,False
stressid,iqyg,breathing,1,0.0,1.0,True,False,False
stressid,iqyg,counting1,1,1.0,1.0,True,True,False
stressid,iqyg,counting2,1,1.0,1.0,True,True,False
stressid,iqyg,counting3,1,1.0,1.0,True,True,False
stressid,iqyg,math,1,1.0,1.0,True,True,False
stressid,iqyg,reading,1,1.0,1.0,True,True,False
stressid,iqyg,relax,1,0.0,1.0,True,False,False
stressid,iqyg,speaking,1,1.0,1.0,True,True,False
stressid,iqyg,stroop,1,1.0,1.0,True,True,False
stressid,iqyg,video1,1,1.0,1.0,True,False,False
stressid,iqyg,video2,1,0.0,1.0,True,False,False
stressid,j1u8,breathing,1,0.0,1.0,True,False,False
stressid,j1u8,counting1,1,0.0,1.0,True,False,False
stressid,j1u8,counting2,1,0.0,1.0,True,False,False
stressid,j1u8,counting3,1,0.0,1.0,True,False,False
stressid,j1u8,math,1,0.0,1.0,True,False,False
stressid,j1u8,reading,1,0.0,1.0,True,False,False
stressid,j1u8,relax,1,0.0,1.0,True,False,False
stressid,j1u8,speaking,1,0.0,1.0,True,False,False
stressid,j1u8,stroop,1,0.0,1.0,True,False,False
stressid,j1u8,video2,1,0.0,1.0,True,False,False
stressid,j9h8,breathing,1,1.0,1.0,True,False,False
stressid,j9h8,counting1,1,1.0,1.0,True,True,False
stressid,j9h8,counting2,1,1.0,1.0,True,True,False
stressid,j9h8,counting3,1,1.0,1.0,True,True,False
stressid,j9h8,math,1,1.0,1.0,True,True,False
stressid,j9h8,reading,1,1.0,1.0,True,True,False
stressid,j9h8,relax,1,0.0,1.0,True,False,False
stressid,j9h8,speaking,1,1.0,1.0,True,True,False
stressid,j9h8,stroop,1,1.0,1.0,True,True,False
stressid,j9h8,video1,1,0.0,1.0,True,False,False
stressid,j9h8,video2,1,1.0,1.0,True,False,False
stressid,k2v7,breathing,1,1.0,1.0,True,False,False
stressid,k2v7,counting1,1,1.0,1.0,True,True,False
stressid,k2v7,counting2,1,1.0,1.0,True,True,False
stressid,k2v7,counting3,1,1.0,1.0,True,True,False
stressid,k2v7,math,1,1.0,1.0,True,True,False
stressid,k2v7,reading,1,1.0,1.0,True,True,False
stressid,k2v7,relax,1,0.0,1.0,True,False,False
stressid,k2v7,speaking,1,1.0,1.0,True,True,False
stressid,k2v7,stroop,1,1.0,1.0,True,True,False
stressid,k2v7,video1,1,0.0,1.0,True,False,False
stressid,k2v7,video2,1,1.0,1.0,True,False,False
stressid,k67g,breathing,1,0.0,1.0,True,False,False
stressid,k67g,counting1,1,0.0,1.0,True,True,False
stressid,k67g,counting2,1,1.0,1.0,True,True,False
stressid,k67g,counting3,1,1.0,1.0,True,True,False
stressid,k67g,math,1,1.0,1.0,True,True,False
stressid,k67g,reading,1,0.0,1.0,True,True,False
stressid,k67g,relax,1,0.0,1.0,True,False,False
stressid,k67g,speaking,1,1.0,1.0,True,True,False
stressid,k67g,stroop,1,1.0,1.0,True,True,False
stressid,k67g,video1,1,0.0,1.0,True,False,False
stressid,k67g,video2,1,1.0,1.0,True,False,False
stressid,kkf5,breathing,1,0.0,1.0,True,False,False
stressid,kkf5,counting1,1,1.0,1.0,True,True,False
stressid,kkf5,counting2,1,1.0,1.0,True,True,False
stressid,kkf5,counting3,1,0.0,1.0,True,True,False
stressid,kkf5,math,1,1.0,1.0,True,True,False
stressid,kkf5,reading,1,1.0,1.0,True,True,False
stressid,kkf5,relax,1,0.0,1.0,True,False,False
stressid,kkf5,speaking,1,1.0,1.0,True,True,False
stressid,kkf5,stroop,1,1.0,1.0,True,True,False
stressid,kkf5,video1,1,1.0,1.0,True,False,False
stressid,kkf5,video2,1,1.0,1.0,True,False,False
stressid,kycf,breathing,1,0.0,1.0,True,False,False
stressid,kycf,counting1,1,1.0,1.0,True,True,False
stressid,kycf,counting2,1,1.0,1.0,True,True,False
stressid,kycf,counting3,1,0.0,1.0,True,True,False
stressid,kycf,math,1,1.0,1.0,True,True,False
stressid,kycf,reading,1,0.0,1.0,True,True,False
stressid,kycf,relax,1,0.0,1.0,True,False,False
stressid,kycf,speaking,1,1.0,1.0,True,True,False
stressid,kycf,stroop,1,1.0,1.0,True,True,False
stressid,kycf,video1,1,0.0,1.0,True,False,False
stressid,kycf,video2,1,1.0,1.0,True,False,False
stressid,m8g5,breathing,1,0.0,1.0,True,False,False
stressid,m8g5,counting1,1,1.0,1.0,True,True,False
stressid,m8g5,counting2,1,1.0,1.0,True,True,False
stressid,m8g5,counting3,1,1.0,1.0,True,True,False
stressid,m8g5,math,1,0.0,1.0,True,True,False
stressid,m8g5,reading,1,1.0,1.0,True,True,False
stressid,m8g5,relax,1,0.0,1.0,True,False,False
stressid,m8g5,speaking,1,0.0,1.0,True,True,False
stressid,m8g5,stroop,1,1.0,1.0,True,True,False
stressid,m8g5,video1,1,0.0,1.0,True,False,False
stressid,m8g5,video2,1,0.0,1.0,True,False,False
