id,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83
2hpu_Math,184.85513531528684,1362.6702604152197,1737.3289620014,1727.535100387535,2633.9132907323315,2784.543623835234,4941.391456845961,8727.71900979225,11975.880316846604,8704.790871404968,4651.241749350613,6004.12885879001,8569.193280761923,48.08033833480356,1.520095351969016,0.006140982718163152,134.21041432906935,40.29111127140682,140.14286894097552,212.31366398151744,132.17089167809644,41.893829869696596,133.8009770386372,213.73831072725255,134.38470458597126,45.74307919651748,133.0768103172973,208.97527914198307,129.9522705835621,41.056007793689915,131.76658293630754,214.37731266163132,137.210587171984,43.48998421522649,143.7050829267977,215.82335100036218,2.5530804048542106,5.186395477292975,27.040961556596216,26.00786085038715,11.71073803768374,5.164390210178864,4.620755113053237,5.092355183035767,0.004371898551915807,63.759455316154096,-0.9991413554889538,60.15509300520478,0.0031912425850346027,63.76162928874019,-1.0005523991313803,60.154633414509966,0.00440447954915122,63.760515435272005,-0.9996605534088077,60.15484970061615,0.005377070581207919,63.75989540839078,-1.0005685517087755,60.15326969619996,130.14506754772128,130.87875861491287,101.22650891654746,123.44982583877022,153.59878711729158,165.52806679504877,140.6656506907039,155.64246092384218,148.32647533002222,169.44031148915235,148.03158333482716,118.64694195890141,64.2320073848988,75.39238826651385,132.1968341336297,189.24700768223548,141.53514392828413,112.36807551444164,112.25486479517134,162.34313282256412,187.31865589449134,152.51234198353288,120.04693448951815,130.91921067723962
2hpu_Reading,176.80884920538884,1497.606995735676,1420.039065294833,1608.5842939333622,2129.592158051796,3326.073189738531,6223.663131310386,9730.20856733217,10248.223965347152,7091.151482012259,4331.144221178378,3307.063875636395,10382.19899582327,66.02333688217244,1.039803306773173,0.008223988516982868,133.33600885688915,38.5701604546337,136.46374818130386,215.51102286551887,133.0739045455276,43.679017200698354,133.3357515795246,215.39857156966542,133.23915374879007,46.90447084248922,131.70480234944588,213.13476291623374,136.0583337115677,46.38129202338606,135.13592300433672,220.55151931129564,130.39038443495957,39.12874196877511,134.22890342968606,214.32003107262426,2.1406968165800766,5.893590806256702,23.477419300018486,20.51758829473248,8.495094375571101,3.9626018992590875,4.865954316700817,4.2705116374863925,-1.3468658641068765,58.82400573298941,-0.9470834749815594,57.654591408438954,-1.3485979383107658,58.82547347800986,-0.9469722022205934,57.65472202101223,-1.3455898875200534,58.82361580641101,-0.9484527859229699,57.654222360143365,-1.346551634354254,58.82563358598337,-0.9485186505680727,57.65491004355879,180.89493796662654,129.88805516962904,98.27943455087286,135.6391200912781,166.72880989752122,186.9682687440148,136.15193130417558,145.5438092030235,127.95273378100327,179.70431030593255,184.85604141711852,124.73585364187966,45.83219474138506,74.52644953197074,147.13504794762247,191.3039806123664,167.39359379176062,110.80673217856962,103.36118622569609,156.51296410645023,190.71305232631119,184.62388415369648,112.13732089786936,120.10465343349101
2hpu_Speaking,294.551489906443,2003.0952686063622,1584.744605662988,1721.8439023152628,2471.3279349012023,3366.602248386654,6278.598868260558,11918.127936023506,10346.272589061398,5701.177055196921,2420.314268669214,8305.839139834283,2639.830250179895,18.517844053140614,0.6778585678295715,-0.0002592583768015415,124.93454147068022,36.71850638479997,129.28787319140702,203.31948469753655,123.10307927515736,40.696549053679405,122.39919835020108,198.95093062673286,117.65083610366221,46.403291516780286,117.53562896700589,202.728840868203,116.763085346156,35.586323391548895,118.95511274691547,198.16596367447397,126.99103351348273,44.74074797277533,132.29360650321112,207.3541330994924,2.096279691658056,4.451074976020246,22.298571007681375,20.33946720126542,7.382732330582694,6.035290000923201,5.293725445550051,3.657416480678873,0.7873784715964193,55.23896450059566,-1.3366544455111522,53.374089208058585,0.7873762895673089,55.2413522108685,-1.338579097019636,53.37573824920749,0.7872384693117008,55.23805879162774,-1.3372497770585883,53.37623263424981,0.7843941765059445,55.241228376009126,-1.338302416238997,53.371660286046996,111.52712628475314,132.72701967734432,104.36618193947358,112.7216287353783,152.0837922861876,133.03136695257757,131.80672308468232,138.9855102834927,133.49351942647587,157.93766792202194,132.6082924848101,110.10597851226734,64.76846133733997,66.40078044125619,136.0573031181633,173.58348700464893,130.23180417008996,103.34465282289577,111.78291604576451,155.8224316448287,173.06784587143846,129.92824973893963,107.57530477126326,121.50175981050802
2hpu_Stroop,177.76,1567.96,1657.712,1803.128,2694.12,3331.2,5776.312,9037.4,11268.864,8241.592,4451.912,2100.864,11455.264,66.776,0.664,0.0,135.70663727964543,41.7505735925846,144.296,215.168,129.56696931277463,43.95169531100453,131.48,212.648,136.42794151796554,46.916411293775,132.768,214.504,131.95295540700945,42.01359984451486,133.616,218.448,135.84683355084294,46.33636630434664,139.3,217.984,2.924222140944439,4.689684730948581,27.679705292822106,27.307926201448396,11.927503054287353,6.8005778077965,4.05616683841759,5.6866458324256195,0.049587156098553194,65.50937331921452,-1.1230718122375667,60.96723043672941,0.049587156098553194,65.50937331921452,-1.1230718122375667,60.96723043672941,0.049587156098553194,65.50937331921452,-1.1230718122375667,60.96723043672941,0.049587156098553194,65.50937331921452,-1.1230718122375667,60.96723043672941,139.896,146.808,106.752,115.736,156.904,189.048,147.056,158.664,149.736,163.752,130.64,129.992,74.248,71.144,129.776,196.04,139.96,108.6,107.832,154.32,193.688,147.2,120.976,126.688
2z7d_Counting1,2846.3,4890.7,8579.5,16152.8,24100.8,17501.7,12175.8,8091.8,5628.1,11284.3,3756.4,40.8,0.4,0.0,0.0,0.0,90.0712637916668,34.31798746169976,83.9,158.1,97.66248601603165,37.90016816967791,90.4,183.1,70.33024159153305,35.956101874325455,69.5,168.6,97.82217889861491,38.25903038158046,98.6,182.9,74.21399197024347,33.55554275079667,70.6,178.9,2.871722072696469,1.1973406571008536,1.5464740146918492,3.2106548031911957,4.074863192367589,5.4800161229539235,7.180868897776309,7.456518390091271,-0.29591137455368965,31.52975274373395,-0.8689359582115024,25.310975405248996,-0.29591137455368965,31.52975274373395,-0.8689359582115024,25.310975405248996,-0.29591137455368965,31.52975274373395,-0.8689359582115024,25.310975405248996,-0.29591137455368965,31.52975274373395,-0.8689359582115024,25.310975405248996,151.8,99.0,116.4,74.5,60.5,146.8,117.1,127.5,74.7,52.5,150.3,116.7,35.8,32.6,94.4,146.3,93.7,119.3,68.1,89.3,120.7,50.3,65.2,67.8
2z7d_Counting2,2158.4,3832.9,7803.5,14954.7,22064.7,20974.3,14658.5,9446.8,8666.0,13648.2,6497.2,58.5,0.3,0.0,0.0,0.0,98.21593261039678,37.497975436934674,93.6,164.5,101.19330489678916,37.31104179037832,96.4,182.9,79.40267531076974,35.96778474146905,77.5,169.0,103.36947603591292,36.29781238847392,105.0,184.9,82.51779759885204,35.27335320370041,78.2,180.1,4.779097022861419,1.9883530706566934,1.9806047785549779,3.6302699772320337,4.18996550599868,4.630896394748623,6.862393456862497,8.071133717695357,-0.18764313222646525,32.4409040358083,-0.9026916861932979,25.856682011925045,-0.18764313222646525,32.4409040358083,-0.9026916861932979,25.856682011925045,-0.18764313222646525,32.4409040358083,-0.9026916861932979,25.856682011925045,-0.18764313222646525,32.4409040358083,-0.9026916861932979,25.856682011925045,151.1,104.0,114.8,84.0,85.7,146.0,114.7,138.4,84.8,56.1,143.3,114.0,34.6,32.9,98.9,145.4,94.9,103.6,77.0,101.5,124.5,76.8,65.3,72.9
2z7d_Counting3,2420.9,5744.1,10566.1,14429.5,23844.1,20531.0,12948.7,8170.3,17445.8,9356.7,2110.7,6.8,0.0,0.0,0.0,0.0,99.61085697852563,37.69079469732632,101.1,167.4,98.60013096541398,35.54194053276537,93.0,176.0,68.54048941480579,32.642418714513084,68.4,159.9,96.04866474677706,38.625221137846026,93.3,179.3,81.75880371017593,36.2158201527863,77.8,176.3,2.748278112870486,2.0170311461327595,2.03047819252632,2.9765920380621202,4.997900471166857,3.6322876444674166,8.369954451015966,8.367168322708025,0.10851955073508415,32.296659764932414,-0.7751915212423055,29.45778656287279,0.10851955073508415,32.296659764932414,-0.7751915212423055,29.45778656287279,0.10851955073508415,32.296659764932414,-0.7751915212423055,29.45778656287279,0.10851955073508415,32.296659764932414,-0.7751915212423055,29.45778656287279,147.8,95.2,104.6,36.1,66.4,145.0,113.6,137.3,140.6,76.9,143.4,113.8,34.0,33.1,108.1,138.5,82.1,87.9,80.6,87.0,79.0,48.0,54.1,67.0
2z7d_Math,3323.7161946968963,3445.8064930841238,5736.706494813602,11215.525793034327,21143.894297370825,16154.392834970015,9615.694301819874,8400.204253129585,7611.334479993529,4182.115357290508,1372.1060365893873,9.513635120970921,0.10402196357481967,0.013760738291624117,0.04253770891217003,0.025464910273127445,78.00962976656497,25.587775593745643,80.87761357675097,135.1162846220101,74.689762759232,26.717571999195506,68.9907823983115,139.407116161537,48.907442284722976,22.522295180875613,52.40522504022408,119.90865959435196,70.22100132644513,28.268477044575217,67.92520126800751,142.0022542380821,64.13040902871361,26.19852409351763,62.69946254352114,137.68125085354748,1.1370235360966878,0.7570839704300196,2.2553054193107593,2.633628537579589,3.0402132918681857,3.208265515899376,3.9125720646158326,6.340314966651115,-0.08056928372433037,23.747696818937882,-0.9054343566066558,19.112554678258103,-0.07413632437412052,23.73538349825538,-0.8925390703087579,19.1015960263122,-0.06967349022936942,23.781789869478093,-0.8890489745032525,19.105919040115012,-0.0806289130829541,23.72824570928559,-0.8765004412521027,19.108295456376077,82.77708950151043,95.28599889179638,100.18037290111289,58.59885302314642,34.30712478278532,73.9001124638908,94.09619629613557,96.3978530731302,100.8128657605844,79.49759287153967,105.10227694385546,72.60638233534162,38.203434200115694,35.80522675474225,77.00893650386305,112.58118979171213,71.51938505734732,92.58359140212166,62.60749986664812,71.10880353575067,66.1128880366708,32.29196718775038,36.01433948677881,53.595680868258135
2z7d_Reading,3246.7,5533.4,10077.5,18434.3,22651.5,16384.5,12348.1,9862.6,13656.2,6431.4,1179.2,4.5,0.0,0.0,0.0,0.0,96.30695875227335,33.955620247691535,98.3,164.0,93.42179182310329,36.41042309050572,89.8,166.4,63.338357690170845,31.597713396777174,62.8,157.5,91.40975145173819,37.861847480056255,88.6,166.5,77.25636041779522,34.986095961826244,72.9,174.6,2.502536017958376,1.4162391426898813,1.5002806074736168,2.5991953941074217,4.56548444278661,4.601114350641061,6.249051980532431,6.9480201923890546,-0.05605788545974143,31.264054595131494,-0.8899253941506284,26.33351966362024,-0.05605788545974143,31.264054595131494,-0.8899253941506284,26.33351966362024,-0.05605788545974143,31.264054595131494,-0.8899253941506284,26.33351966362024,-0.05605788545974143,31.264054595131494,-0.8899253941506284,26.33351966362024,144.7,100.8,119.2,45.3,56.7,141.0,112.4,131.1,133.5,87.9,143.3,101.2,32.5,29.8,100.4,141.1,75.3,119.3,63.1,89.5,66.3,41.8,58.4,67.8
2z7d_Speaking,2335.8060391567533,4479.603242044897,7756.197875671598,15558.401203592239,22660.301374166407,16281.614818362636,10988.414762815517,7969.390621045041,9003.803491443987,6987.522611230216,4199.303002017827,22.690322531939938,0.10795970444710126,0.012326464321878259,-0.0032488831104830543,-0.008527285892261862,83.43886722454873,32.54820696676889,78.91091276591821,150.99060239005584,86.62530282492631,33.59612825696292,81.6096907481357,157.8154441972465,64.39613943955638,31.47675223495226,63.3048721023197,151.3897985463687,84.69078322163297,32.65788785728549,83.10997257930953,160.10376918269063,71.60827007666687,33.55620565245291,66.21702145570694,162.8884497229464,3.112338001913071,1.2954332169477307,1.3749818016466815,2.582159081438437,4.321221273346611,3.9588898576728035,6.364217590553129,6.5322713101771885,0.10870949047556086,28.718258058116326,-0.7656060838882903,22.950018588079576,0.11237655692843626,28.687511702651797,-0.7832424355869748,22.94448686597125,0.11273868589884065,28.67947612279271,-0.7784412933906911,22.939269670238165,0.12987758059533053,28.686833277245302,-0.7680763555448642,22.93224717488946,129.10077805180805,82.3916103657838,97.40007527202968,42.707615346815416,48.19942878077459,125.39054467942996,108.89267708841848,117.31093822980453,76.81210364723016,40.79792201102549,129.606980445058,95.71752321861644,29.093821881700098,22.711012736133895,86.68342081863008,129.19397831711436,71.20109495623834,95.41379402021062,60.695136205803806,86.50775457126328,108.11010185236691,67.79446672700878,54.80981964177879,63.09261495468502
2z7d_Stroop,1435.383148613684,3349.01282997255,7091.2128320443735,12320.897216230322,23675.009631952395,17353.078494778187,10718.008712460134,6723.077655375016,5277.181012142363,7713.290880065675,2861.498919620285,43.41144951357488,0.20084515062759617,0.02773902595221477,-0.007567262100429961,0.011825558813429619,71.70628915773325,25.12437947620871,66.52418696641433,127.09852335996334,79.66066103793722,29.162889221557673,71.60502347069679,141.31948501858474,55.78458186723559,24.91407118596965,56.52343573260136,128.39884777076207,76.44234539872691,28.27866614392304,73.78567690901502,142.99857956685068,61.628603969132755,26.195607929093683,58.51341263755022,144.6924919152478,2.2689216809459642,1.1160323216410062,1.529995029777131,2.11611486244283,3.168788845645831,3.9686419865429663,4.479579100415952,5.247631916053146,0.02805676313622458,24.81174559645021,-0.7052974359110638,18.68045470235154,0.029798932388117195,24.793420053403015,-0.6987939187830325,18.674587182088437,0.03732971557814951,24.812562474979426,-0.7018164122708708,18.68248620215453,0.03033103071596844,24.791977818377617,-0.7205833615670996,18.648887646622587,118.09816576400718,79.20837016982651,97.18482218982429,68.40760320597359,49.696406373743635,117.39273386230009,94.88467833960894,101.78836153904338,60.00232029638478,41.914708511897445,119.1136153110285,86.10829963081287,37.80814452501646,25.59635455173906,80.9169420507891,115.18675287798291,70.62673795033727,90.19803008981262,56.38876377688481,71.3299544393366,76.40227327184792,36.12340915492674,50.09882228868451,55.80805595852935
45lx_Counting1,39.67928830318911,585.70012962755,2006.8739033781385,4173.509693558688,5121.405499932311,5886.59490484452,5870.597543868823,4824.006706911591,3184.316057174786,2558.998089043861,1866.4182659714825,12871.312231082915,43.104422098687714,-0.00477918153921624,-0.017325389436534597,-0.026417061613972233,119.00708359631776,40.83009396934693,124.79927230585076,166.30656662092906,99.0759047201555,39.864865043840474,95.99227328541099,174.9123321200943,107.5668734480247,48.824378880618276,88.29768501092897,162.08758590044494,104.25724738689196,42.02106640380531,98.20769867869474,166.1971250915768,112.76315742365777,45.524903503408666,110.00404930303141,175.20259810835265,9.16432088549357,7.2946207198594575,16.562248448157828,20.94480602159364,12.039931308839378,3.75148514500748,2.8213656744026587,3.4176620510604345,0.03452004395533474,52.845553514185234,-0.12661305260713118,40.38527202274935,0.02539984762878163,52.862079519308566,-0.10594463394781853,40.40211330358036,0.06263584867612966,52.86169756625685,-0.12602015211341497,40.396755220258726,0.0419415863495546,52.841829378097444,-0.12548016045399576,40.39917331339492,167.80447406996188,64.60768238818568,101.89446608093422,102.59354858896077,158.397932661214,166.40035423013117,110.49632780621945,144.39409536288895,122.19451348121083,101.19307330405965,167.89133171332932,81.71756671121564,60.795592371630846,67.59243721468451,76.91123607137615,165.5921368162341,98.79874563732493,82.01785879778379,95.50112253496864,95.00077122105799,167.49001784616834,92.99150524466374,67.90554115473387,70.70996535487568
