--- StressID Voice Extraction ---
Subject: 2ea4, Task: Breathing, Frames: 900, Windows: 59
Subject: 4woj, Task: Counting3, Frames: 188, Windows: 11
Subject: 4woj, Task: Math, Frames: 188, Windows: 11
Subject: 4woj, Task: Reading, Frames: 188, Windows: 11
Subject: 4woj, Task: Relax, Frames: 469, Windows: 30
Subject: 4woj, Task: Speaking, Frames: 188, Windows: 11
Subject: 4woj, Task: Stroop, Frames: 188, Windows: 11
Subject: 4woj, Task: Video1, Frames: 544, Windows: 35
Subject: 4woj, Task: Video2, Frames: 369, Windows: 23
Subject: 5f7t, Task: Breathing, Frames: 900, Windows: 59
Subject: 5f7t, Task: Counting1, Frames: 300, Windows: 19
Subject: 5f7t, Task: Counting2, Frames: 300, Windows: 19
Subject: 5f7t, Task: Counting3, Frames: 300, Windows: 19
Subject: 5f7t, Task: Math, Frames: 300, Windows: 19
Subject: 5f7t, Task: Reading, Frames: 300, Windows: 19
Subject: 5f7t, Task: Relax, Frames: 750, Windows: 49
Subject: 5f7t, Task: Speaking, Frames: 300, Windows: 19
Subject: 5f7t, Task: Stroop, Frames: 300, Windows: 19
Subject: 5f7t, Task: Video1, Frames: 870, Windows: 57
Subject: 5f7t, Task: Video2, Frames: 590, Windows: 38
Subject: 6g6y, Task: Breathing, Frames: 900, Windows: 59
Subject: 6g6y, Task: Counting1, Frames: 300, Windows: 19
Subject: 6g6y, Task: Counting2, Frames: 300, Windows: 19
Subject: 6g6y, Task: Counting3, Frames: 300, Windows: 19
Subject: 6g6y, Task: Math, Frames: 300, Windows: 19
Subject: 6g6y, Task: Reading, Frames: 300, Windows: 19
Subject: 6g6y, Task: Relax, Frames: 750, Windows: 49
Subject: 6g6y, Task: Speaking, Frames: 300, Windows: 19
Subject: 6g6y, Task: Stroop, Frames: 300, Windows: 19
Subject: 6g6y, Task: Video1, Frames: 870, Windows: 57
Subject: 6g6y, Task: Video2, Frames: 590, Windows: 38
Subject: 6k5f, Task: Breathing, Frames: 900, Windows: 59
Subject: 6k5f, Task: Counting1, Frames: 300, Windows: 19
Subject: 6k5f, Task: Counting2, Frames: 300, Windows: 19
Subject: 6k5f, Task: Counting3, Frames: 300, Windows: 19
Subject: 6k5f, Task: Math, Frames: 300, Windows: 19
Subject: 6k5f, Task: Reading, Frames: 300, Windows: 19
Subject: 6k5f, Task: Relax, Frames: 750, Windows: 49
Subject: 6k5f, Task: Speaking, Frames: 300, Windows: 19
Subject: 6k5f, Task: Stroop, Frames: 300, Windows: 19
Subject: 6k5f, Task: Video1, Frames: 870, Windows: 57
Subject: 6k5f, Task: Video2, Frames: 590, Windows: 38
Subject: 71i5, Task: Breathing, Frames: 900, Windows: 59
Subject: 71i5, Task: Counting1, Frames: 300, Windows: 19
Subject: 71i5, Task: Counting2, Frames: 300, Windows: 19
Subject: 71i5, Task: Counting3, Frames: 300, Windows: 19
Subject: 71i5, Task: Math, Frames: 300, Windows: 19
Subject: 71i5, Task: Reading, Frames: 300, Windows: 19
Subject: 71i5, Task: Relax, Frames: 750, Windows: 49
Subject: 71i5, Task: Speaking, Frames: 300, Windows: 19
Subject: 71i5, Task: Stroop, Frames: 300, Windows: 19
Subject: 71i5, Task: Video1, Frames: 870, Windows: 57
Subject: 71i5, Task: Video2, Frames: 590, Windows: 38
Subject: 7h5u, Task: Breathing, Frames: 900, Windows: 59
Subject: 7h5u, Task: Counting1, Frames: 300, Windows: 19
Subject: 7h5u, Task: Counting2, Frames: 300, Windows: 19
Subject: 7h5u, Task: Counting3, Frames: 300, Windows: 19
Subject: 7h5u, Task: Math, Frames: 300, Windows: 19
Subject: 7h5u, Task: Reading, Frames: 300, Windows: 19
Subject: 7h5u, Task: Relax, Frames: 750, Windows: 49
Subject: 7h5u, Task: Speaking, Frames: 300, Windows: 19
Subject: 7h5u, Task: Stroop, Frames: 300, Windows: 19
Subject: 7h5u, Task: Video1, Frames: 870, Windows: 57
Subject: 8g4y, Task: Breathing, Frames: 900, Windows: 59
Subject: 8g4y, Task: Counting1, Frames: 300, Windows: 19
Subject: 8g4y, Task: Counting2, Frames: 300, Windows: 19
Subject: 8g4y, Task: Counting3, Frames: 300, Windows: 19
Subject: 8g4y, Task: Math, Frames: 300, Windows: 19
Subject: 8g4y, Task: Reading, Frames: 300, Windows: 19
Subject: 8g4y, Task: Relax, Frames: 750, Windows: 49
Subject: 8g4y, Task: Speaking, Frames: 300, Windows: 19
Subject: 8g4y, Task: Stroop, Frames: 300, Windows: 19
Subject: 8g4y, Task: Video1, Frames: 870, Windows: 57
Subject: 8g4y, Task: Video2, Frames: 590, Windows: 38
Subject: 8i4i, Task: Breathing, Frames: 900, Windows: 59
Subject: 8i4i, Task: Counting1, Frames: 300, Windows: 19
Subject: 8i4i, Task: Counting2, Frames: 300, Windows: 19
Subject: 8i4i, Task: Counting3, Frames: 300, Windows: 19
Subject: 8i4i, Task: Math, Frames: 300, Windows: 19
Subject: 8i4i, Task: Reading, Frames: 300, Windows: 19
Subject: 8i4i, Task: Relax, Frames: 750, Windows: 49
Subject: 8i4i, Task: Speaking, Frames: 300, Windows: 19
Subject: 8i4i, Task: Stroop, Frames: 300, Windows: 19
Subject: 8i4i, Task: Video1, Frames: 870, Windows: 57
Subject: 8i4i, Task: Video2, Frames: 590, Windows: 38
Subject: 9j3o, Task: Breathing, Frames: 900, Windows: 59
Subject: 9j3o, Task: Counting1, Frames: 300, Windows: 19
Subject: 9j3o, Task: Counting2, Frames: 300, Windows: 19
Subject: 9j3o, Task: Counting3, Frames: 300, Windows: 19
Subject: 9j3o, Task: Math, Frames: 300, Windows: 19
Subject: 9j3o, Task: Reading, Frames: 300, Windows: 19
Subject: 9j3o, Task: Relax, Frames: 750, Windows: 49
Subject: 9j3o, Task: Speaking, Frames: 300, Windows: 19
Subject: 9j3o, Task: Stroop, Frames: 300, Windows: 19
Subject: 9j3o, Task: Video1, Frames: 870, Windows: 57
Subject: 9j3o, Task: Video2, Frames: 590, Windows: 38
Subject: 9t6n, Task: Breathing, Frames: 900, Windows: 59
Subject: 9t6n, Task: Counting1, Frames: 300, Windows: 19
Subject: 9t6n, Task: Counting2, Frames: 300, Windows: 19
Subject: 9t6n, Task: Counting3, Frames: 300, Windows: 19
Subject: 9t6n, Task: Math, Frames: 300, Windows: 19
Subject: 9t6n, Task: Reading, Frames: 300, Windows: 19
Subject: 9t6n, Task: Relax, Frames: 750, Windows: 49
Subject: 9t6n, Task: Speaking, Frames: 300, Windows: 19
Subject: 9t6n, Task: Stroop, Frames: 300, Windows: 19
Subject: 9t6n, Task: Video1, Frames: 870, Windows: 57
Subject: 9t6n, Task: Video2, Frames: 590, Windows: 38
Subject: 9txq, Task: Breathing, Frames: 900, Windows: 59
Subject: 9txq, Task: Counting1, Frames: 300, Windows: 19
Subject: 9txq, Task: Counting2, Frames: 300, Windows: 19
Subject: 9txq, Task: Counting3, Frames: 300, Windows: 19
Subject: 9txq, Task: Math, Frames: 300, Windows: 19
Subject: 9txq, Task: Reading, Frames: 300, Windows: 19
Subject: 9txq, Task: Relax, Frames: 750, Windows: 49
Subject: 9txq, Task: Speaking, Frames: 300, Windows: 19
Subject: 9txq, Task: Stroop, Frames: 300, Windows: 19
Subject: 9txq, Task: Video1, Frames: 870, Windows: 57
Subject: 9txq, Task: Video2, Frames: 590, Windows: 38
Subject: a1k9, Task: Breathing, Frames: 900, Windows: 59
Subject: a1k9, Task: Counting1, Frames: 300, Windows: 19
Subject: a1k9, Task: Counting2, Frames: 300, Windows: 19
Subject: a1k9, Task: Counting3, Frames: 300, Windows: 19
Subject: a1k9, Task: Math, Frames: 300, Windows: 19
Subject: a1k9, Task: Reading, Frames: 300, Windows: 19
Subject: a1k9, Task: Relax, Frames: 750, Windows: 49
Subject: a1k9, Task: Speaking, Frames: 300, Windows: 19
Subject: a1k9, Task: Stroop, Frames: 300, Windows: 19
Subject: a1k9, Task: Video1, Frames: 870, Windows: 57
Subject: a1k9, Task: Video2, Frames: 590, Windows: 38
Subject: b2l8, Task: Breathing, Frames: 900, Windows: 59
Subject: b2l8, Task: Counting1, Frames: 300, Windows: 19
Subject: b2l8, Task: Counting2, Frames: 300, Windows: 19
Subject: b2l8, Task: Counting3, Frames: 300, Windows: 19
Subject: b2l8, Task: Math, Frames: 300, Windows: 19
Subject: b2l8, Task: Reading, Frames: 300, Windows: 19
Subject: b2l8, Task: Relax, Frames: 750, Windows: 49
Subject: b2l8, Task: Speaking, Frames: 300, Windows: 19
Subject: b2l8, Task: Stroop, Frames: 300, Windows: 19
Subject: b2l8, Task: Video1, Frames: 870, Windows: 57
Subject: b2l8, Task: Video2, Frames: 590, Windows: 38
Subject: b9w0, Task: Breathing, Frames: 900, Windows: 59
Subject: b9w0, Task: Counting1, Frames: 300, Windows: 19
Subject: b9w0, Task: Counting2, Frames: 300, Windows: 19
Subject: b9w0, Task: Counting3, Frames: 300, Windows: 19
Subject: b9w0, Task: Math, Frames: 300, Windows: 19
Subject: b9w0, Task: Reading, Frames: 300, Windows: 19
Subject: b9w0, Task: Relax, Frames: 750, Windows: 49
Subject: b9w0, Task: Speaking, Frames: 300, Windows: 19
Subject: b9w0, Task: Stroop, Frames: 300, Windows: 19
Subject: b9w0, Task: Video1, Frames: 870, Windows: 57
Subject: b9w0, Task: Video2, Frames: 590, Windows: 38
Subject: bfl5, Task: Breathing, Frames: 900, Windows: 59
Subject: bfl5, Task: Counting1, Frames: 300, Windows: 19
Subject: bfl5, Task: Counting2, Frames: 300, Windows: 19
Subject: bfl5, Task: Counting3, Frames: 300, Windows: 19
Subject: bfl5, Task: Math, Frames: 300, Windows: 19
Subject: bfl5, Task: Reading, Frames: 300, Windows: 19
Subject: bfl5, Task: Relax, Frames: 750, Windows: 49
Subject: bfl5, Task: Speaking, Frames: 300, Windows: 19
Subject: bfl5, Task: Stroop, Frames: 300, Windows: 19
Subject: bfl5, Task: Video1, Frames: 870, Windows: 57
Subject: bfl5, Task: Video2, Frames: 590, Windows: 38
Subject: c3m7, Task: Breathing, Frames: 900, Windows: 59
Subject: c3m7, Task: Counting1, Frames: 300, Windows: 19
Subject: c3m7, Task: Counting2, Frames: 300, Windows: 19
Subject: c3m7, Task: Counting3, Frames: 300, Windows: 19
Subject: c3m7, Task: Math, Frames: 300, Windows: 19
Subject: c3m7, Task: Reading, Frames: 300, Windows: 19
Subject: c3m7, Task: Relax, Frames: 750, Windows: 49
Subject: c3m7, Task: Speaking, Frames: 300, Windows: 19
Subject: c3m7, Task: Stroop, Frames: 300, Windows: 19
Subject: c3m7, Task: Video1, Frames: 870, Windows: 57
Subject: c3m7, Task: Video2, Frames: 590, Windows: 38
Subject: chdf, Task: Breathing, Frames: 900, Windows: 59
Subject: chdf, Task: Counting1, Frames: 300, Windows: 19
Subject: chdf, Task: Counting2, Frames: 300, Windows: 19
Subject: chdf, Task: Counting3, Frames: 300, Windows: 19
Subject: chdf, Task: Math, Frames: 300, Windows: 19
Subject: chdf, Task: Reading, Frames: 300, Windows: 19
Subject: chdf, Task: Relax, Frames: 750, Windows: 49
Subject: chdf, Task: Speaking, Frames: 300, Windows: 19
Subject: chdf, Task: Stroop, Frames: 300, Windows: 19
Subject: chdf, Task: Video1, Frames: 870, Windows: 57
Subject: chdf, Task: Video2, Frames: 590, Windows: 38
Subject: ctzy, Task: Breathing, Frames: 900, Windows: 59
Subject: ctzy, Task: Counting1, Frames: 300, Windows: 19
Subject: ctzy, Task: Counting2, Frames: 300, Windows: 19
Subject: ctzy, Task: Counting3, Frames: 300, Windows: 19
Subject: ctzy, Task: Math, Frames: 300, Windows: 19
Subject: ctzy, Task: Reading, Frames: 300, Windows: 19
Subject: ctzy, Task: Relax, Frames: 750, Windows: 49
Subject: ctzy, Task: Speaking, Frames: 300, Windows: 19
Subject: ctzy, Task: Stroop, Frames: 300, Windows: 19
Subject: ctzy, Task: Video1, Frames: 870, Windows: 57
Subject: ctzy, Task: Video2, Frames: 590, Windows: 38
Subject: cxj0, Task: Breathing, Frames: 900, Windows: 59
Subject: cxj0, Task: Counting1, Frames: 300, Windows: 19
Subject: cxj0, Task: Counting2, Frames: 300, Windows: 19
Subject: cxj0, Task: Counting3, Frames: 300, Windows: 19
Subject: cxj0, Task: Math, Frames: 300, Windows: 19
Subject: cxj0, Task: Reading, Frames: 300, Windows: 19
Subject: cxj0, Task: Relax, Frames: 750, Windows: 49
Subject: cxj0, Task: Speaking, Frames: 300, Windows: 19
Subject: cxj0, Task: Stroop, Frames: 300, Windows: 19
Subject: cxj0, Task: Video1, Frames: 870, Windows: 57
Subject: cxj0, Task: Video2, Frames: 590, Windows: 38
Subject: d4n6, Task: Breathing, Frames: 900, Windows: 59
Subject: d4n6, Task: Counting1, Frames: 300, Windows: 19
Subject: d4n6, Task: Counting2, Frames: 300, Windows: 19
Subject: d4n6, Task: Counting3, Frames: 300, Windows: 19
Subject: d4n6, Task: Math, Frames: 300, Windows: 19
Subject: d4n6, Task: Reading, Frames: 300, Windows: 19
Subject: d4n6, Task: Relax, Frames: 750, Windows: 49
Subject: d4n6, Task: Speaking, Frames: 300, Windows: 19
Subject: d4n6, Task: Stroop, Frames: 300, Windows: 19
Subject: d4n6, Task: Video1, Frames: 870, Windows: 57
Subject: d4n6, Task: Video2, Frames: 590, Windows: 38
Subject: e5p4, Task: Breathing, Frames: 900, Windows: 59
Subject: e5p4, Task: Counting1, Frames: 300, Windows: 19
Subject: e5p4, Task: Counting2, Frames: 300, Windows: 19
Subject: e5p4, Task: Counting3, Frames: 300, Windows: 19
Subject: e5p4, Task: Math, Frames: 300, Windows: 19
Subject: e5p4, Task: Reading, Frames: 300, Windows: 19
Subject: e5p4, Task: Relax, Frames: 750, Windows: 49
Subject: e5p4, Task: Speaking, Frames: 300, Windows: 19
Subject: e5p4, Task: Stroop, Frames: 300, Windows: 19
Subject: e5p4, Task: Video1, Frames: 870, Windows: 57
Subject: e5p4, Task: Video2, Frames: 590, Windows: 38
Subject: f6q3, Task: Breathing, Frames: 900, Windows: 59
Subject: f6q3, Task: Counting1, Frames: 300, Windows: 19
Subject: f6q3, Task: Counting2, Frames: 300, Windows: 19
Subject: f6q3, Task: Counting3, Frames: 300, Windows: 19
Subject: f6q3, Task: Math, Frames: 300, Windows: 19
Subject: f6q3, Task: Reading, Frames: 300, Windows: 19
Subject: f6q3, Task: Relax, Frames: 750, Windows: 49
Subject: f6q3, Task: Speaking, Frames: 300, Windows: 19
Subject: f6q3, Task: Stroop, Frames: 300, Windows: 19
Subject: f6q3, Task: Video1, Frames: 870, Windows: 57
Subject: f6q3, Task: Video2, Frames: 590, Windows: 38
Subject: g7r2, Task: Breathing, Frames: 900, Windows: 59
Subject: g7r2, Task: Counting1, Frames: 300, Windows: 19
Subject: g7r2, Task: Counting2, Frames: 300, Windows: 19
Subject: g7r2, Task: Counting3, Frames: 300, Windows: 19
Subject: g7r2, Task: Math, Frames: 300, Windows: 19
Subject: g7r2, Task: Reading, Frames: 300, Windows: 19
Subject: g7r2, Task: Relax, Frames: 750, Windows: 49
Subject: g7r2, Task: Speaking, Frames: 300, Windows: 19
Subject: g7r2, Task: Stroop, Frames: 300, Windows: 19
Subject: g7r2, Task: Video1, Frames: 870, Windows: 57
Subject: g7r2, Task: Video2, Frames: 590, Windows: 38
Subject: g9j5, Task: Breathing, Frames: 563, Windows: 36
Subject: g9j5, Task: Counting1, Frames: 188, Windows: 11
Subject: g9j5, Task: Counting2, Frames: 188, Windows: 11
Subject: g9j5, Task: Counting3, Frames: 188, Windows: 11
Subject: g9j5, Task: Math, Frames: 188, Windows: 11
Subject: g9j5, Task: Reading, Frames: 188, Windows: 11
Subject: g9j5, Task: Relax, Frames: 469, Windows: 30
Subject: g9j5, Task: Speaking, Frames: 188, Windows: 11
Subject: g9j5, Task: Stroop, Frames: 188, Windows: 11
Subject: g9j5, Task: Video1, Frames: 544, Windows: 35
Subject: g9j5, Task: Video2, Frames: 369, Windows: 23
Subject: h7j3, Task: Breathing, Frames: 900, Windows: 59
Subject: h7j3, Task: Counting1, Frames: 300, Windows: 19
Subject: h7j3, Task: Counting2, Frames: 300, Windows: 19
Subject: h7j3, Task: Counting3, Frames: 300, Windows: 19
Subject: h7j3, Task: Math, Frames: 300, Windows: 19
Subject: h7j3, Task: Reading, Frames: 300, Windows: 19
Subject: h7j3, Task: Speaking, Frames: 300, Windows: 19
Subject: h7j3, Task: Stroop, Frames: 300, Windows: 19
Subject: h7j3, Task: Video1, Frames: 870, Windows: 57
Subject: h7j3, Task: Video2, Frames: 590, Windows: 38
Subject: h8r2, Task: Counting1, Frames: 300, Windows: 19
Subject: h8r2, Task: Counting2, Frames: 300, Windows: 19
Subject: h8r2, Task: Counting3, Frames: 300, Windows: 19
Subject: h8r2, Task: Math, Frames: 300, Windows: 19
Subject: h8r2, Task: Reading, Frames: 300, Windows: 19
Subject: h8r2, Task: Relax, Frames: 750, Windows: 49
Subject: h8r2, Task: Speaking, Frames: 300, Windows: 19
Subject: h8r2, Task: Stroop, Frames: 300, Windows: 19
Subject: h8r2, Task: Video1, Frames: 870, Windows: 57
Subject: h8r2, Task: Video2, Frames: 590, Windows: 38
Subject: h8s1, Task: Breathing, Frames: 563, Windows: 36
Subject: h8s1, Task: Counting1, Frames: 188, Windows: 11
Subject: h8s1, Task: Counting2, Frames: 188, Windows: 11
Subject: h8s1, Task: Counting3, Frames: 188, Windows: 11
Subject: h8s1, Task: Math, Frames: 188, Windows: 11
Subject: h8s1, Task: Reading, Frames: 188, Windows: 11
Subject: h8s1, Task: Relax, Frames: 469, Windows: 30
Subject: h8s1, Task: Speaking, Frames: 188, Windows: 11
Subject: h8s1, Task: Stroop, Frames: 188, Windows: 11
Subject: h8s1, Task: Video1, Frames: 544, Windows: 35
Subject: h8s1, Task: Video2, Frames: 369, Windows: 23
Subject: i9t9, Task: Breathing, Frames: 900, Windows: 59
Subject: i9t9, Task: Counting1, Frames: 300, Windows: 19
Subject: i9t9, Task: Counting2, Frames: 300, Windows: 19
Subject: i9t9, Task: Counting3, Frames: 300, Windows: 19
Subject: i9t9, Task: Math, Frames: 300, Windows: 19
Subject: i9t9, Task: Reading, Frames: 300, Windows: 19
Subject: i9t9, Task: Relax, Frames: 750, Windows: 49
Subject: i9t9, Task: Speaking, Frames: 300, Windows: 19
Subject: i9t9, Task: Stroop, Frames: 300, Windows: 19
Subject: i9t9, Task: Video1, Frames: 870, Windows: 57
Subject: i9t9, Task: Video2, Frames: 590, Windows: 38
Subject: iqyg, Task: Breathing, Frames: 900, Windows: 59
Subject: iqyg, Task: Counting1, Frames: 300, Windows: 19
Subject: iqyg, Task: Counting2, Frames: 300, Windows: 19
Subject: iqyg, Task: Counting3, Frames: 300, Windows: 19
Subject: iqyg, Task: Math, Frames: 300, Windows: 19
Subject: iqyg, Task: Reading, Frames: 300, Windows: 19
Subject: iqyg, Task: Relax, Frames: 750, Windows: 49
Subject: iqyg, Task: Speaking, Frames: 300, Windows: 19
Subject: iqyg, Task: Stroop, Frames: 300, Windows: 19
Subject: iqyg, Task: Video1, Frames: 870, Windows: 57
Subject: iqyg, Task: Video2, Frames: 590, Windows: 38
Subject: j9h8, Task: Breathing, Frames: 900, Windows: 59
Subject: j9h8, Task: Counting1, Frames: 300, Windows: 19
Subject: j9h8, Task: Counting2, Frames: 300, Windows: 19
Subject: j9h8, Task: Counting3, Frames: 300, Windows: 19
Subject: j9h8, Task: Math, Frames: 300, Windows: 19
Subject: j9h8, Task: Reading, Frames: 300, Windows: 19
Subject: j9h8, Task: Relax, Frames: 750, Windows: 49
Subject: j9h8, Task: Speaking, Frames: 300, Windows: 19
Subject: j9h8, Task: Stroop, Frames: 300, Windows: 19
Subject: j9h8, Task: Video1, Frames: 870, Windows: 57
Subject: j9h8, Task: Video2, Frames: 590, Windows: 38
Subject: k2v7, Task: Breathing, Frames: 563, Windows: 36
Subject: k2v7, Task: Counting1, Frames: 188, Windows: 11
Subject: k2v7, Task: Counting2, Frames: 188, Windows: 11
Subject: k2v7, Task: Counting3, Frames: 188, Windows: 11
Subject: k2v7, Task: Math, Frames: 188, Windows: 11
Subject: k2v7, Task: Reading, Frames: 188, Windows: 11
Subject: k2v7, Task: Relax, Frames: 469, Windows: 30
Subject: k2v7, Task: Speaking, Frames: 188, Windows: 11
Subject: k2v7, Task: Stroop, Frames: 188, Windows: 11
Subject: k2v7, Task: Video1, Frames: 544, Windows: 35
Subject: k2v7, Task: Video2, Frames: 369, Windows: 23
Subject: k67g, Task: Counting1, Frames: 300, Windows: 19
Subject: k67g, Task: Counting2, Frames: 300, Windows: 19
Subject: k67g, Task: Counting3, Frames: 300, Windows: 19
Subject: k67g, Task: Math, Frames: 300, Windows: 19
Subject: k67g, Task: Reading, Frames: 300, Windows: 19
Subject: k67g, Task: Relax, Frames: 750, Windows: 49
Subject: k67g, Task: Speaking, Frames: 300, Windows: 19
Subject: k67g, Task: Stroop, Frames: 300, Windows: 19
Subject: k67g, Task: Video2, Frames: 590, Windows: 38
Subject: kkf5, Task: Breathing, Frames: 900, Windows: 59
Subject: kkf5, Task: Counting1, Frames: 300, Windows: 19
Subject: kkf5, Task: Counting2, Frames: 300, Windows: 19
Subject: kkf5, Task: Counting3, Frames: 300, Windows: 19
Subject: kkf5, Task: Math, Frames: 300, Windows: 19
Subject: kkf5, Task: Reading, Frames: 300, Windows: 19
Subject: kkf5, Task: Relax, Frames: 750, Windows: 49
Subject: kkf5, Task: Speaking, Frames: 300, Windows: 19
Subject: kkf5, Task: Stroop, Frames: 300, Windows: 19
Subject: kkf5, Task: Video1, Frames: 870, Windows: 57
Subject: kkf5, Task: Video2, Frames: 590, Windows: 38
Subject: kycf, Task: Breathing, Frames: 900, Windows: 59
Subject: kycf, Task: Counting1, Frames: 300, Windows: 19
Subject: kycf, Task: Counting2, Frames: 300, Windows: 19
Subject: kycf, Task: Counting3, Frames: 300, Windows: 19
Subject: kycf, Task: Math, Frames: 300, Windows: 19
Subject: kycf, Task: Reading, Frames: 300, Windows: 19
Subject: kycf, Task: Relax, Frames: 750, Windows: 49
Subject: kycf, Task: Speaking, Frames: 300, Windows: 19
Subject: kycf, Task: Stroop, Frames: 300, Windows: 19
Subject: kycf, Task: Video1, Frames: 870, Windows: 57
Subject: kycf, Task: Video2, Frames: 590, Windows: 38
Subject: m8g5, Task: Breathing, Frames: 900, Windows: 59
Subject: m8g5, Task: Counting1, Frames: 300, Windows: 19
Subject: m8g5, Task: Counting2, Frames: 300, Windows: 19
Subject: m8g5, Task: Counting3, Frames: 300, Windows: 19
Subject: m8g5, Task: Math, Frames: 300, Windows: 19
Subject: m8g5, Task: Reading, Frames: 300, Windows: 19
Subject: m8g5, Task: Relax, Frames: 750, Windows: 49
Subject: m8g5, Task: Speaking, Frames: 300, Windows: 19
Subject: m8g5, Task: Stroop, Frames: 300, Windows: 19
Subject: m8g5, Task: Video1, Frames: 870, Windows: 57
Subject: m8g5, Task: Video2, Frames: 590, Windows: 38
Subject: p9i3, Task: Breathing, Frames: 900, Windows: 59
Subject: p9i3, Task: Counting1, Frames: 300, Windows: 19
Subject: p9i3, Task: Counting2, Frames: 300, Windows: 19
Subject: p9i3, Task: Counting3, Frames: 300, Windows: 19
Subject: p9i3, Task: Math, Frames: 300, Windows: 19
Subject: p9i3, Task: Reading, Frames: 300, Windows: 19
Subject: p9i3, Task: Relax, Frames: 750, Windows: 49
Subject: p9i3, Task: Speaking, Frames: 300, Windows: 19
Subject: p9i3, Task: Stroop, Frames: 300, Windows: 19
Subject: p9i3, Task: Video1, Frames: 870, Windows: 57
Subject: p9i3, Task: Video2, Frames: 590, Windows: 38
Subject: qw5t, Task: Breathing, Frames: 900, Windows: 59
Subject: qw5t, Task: Counting1, Frames: 300, Windows: 19
Subject: qw5t, Task: Counting2, Frames: 300, Windows: 19
Subject: qw5t, Task: Counting3, Frames: 300, Windows: 19
Subject: qw5t, Task: Math, Frames: 300, Windows: 19
Subject: qw5t, Task: Reading, Frames: 300, Windows: 19
Subject: qw5t, Task: Relax, Frames: 750, Windows: 49
Subject: qw5t, Task: Speaking, Frames: 300, Windows: 19
